N,integral
9074,18.8065
9075,18.6785
9076,18.8156
9077,18.7688
9078,18.7796
9079,18.8033
9080,18.7867
9081,18.908
9082,18.8473
9083,18.8456
9084,18.8509
9085,18.6898
9086,18.7192
9087,19.0573
9088,18.7016
9089,18.6682
9090,18.5695
9091,18.7593
9092,18.9043
9093,18.6911
9094,18.885
9095,18.7483
9096,18.828
9097,18.7063
9098,18.6341
9099,18.9091
9100,18.9109
9101,18.8183
9102,18.6602
9103,18.9734
9104,18.5094
9105,18.4807
9106,18.6995
9107,18.7643
9108,18.6092
9109,18.7992
9110,18.6031
9111,18.6422
9112,18.8628
9113,18.9278
9114,18.7842
9115,18.9713
9116,18.7493
9117,18.8972
9118,18.9253
9119,18.7817
9120,18.7309
9121,18.7316
9122,18.7176
9123,18.7941
9124,18.5413
9125,18.7518
9126,18.7785
9127,18.4712
9128,18.5983
9129,18.7328
9130,18.6408
9131,18.808
9132,18.8621
9133,18.7335
9134,18.7518
9135,18.6872
9136,18.696
9137,18.822
9138,18.8045
9139,18.5206
9140,18.7453
9141,18.6103
9142,18.6903
9143,18.6705
9144,18.811
9145,18.7435
9146,18.8856
9147,18.8725
9148,18.6949
9149,18.6153
9150,18.799
9151,18.6427
9152,18.8349
9153,18.7395
9154,18.6955
9155,18.5502
9156,18.7853
9157,18.6785
9158,18.7225
9159,18.7869
9160,18.6496
9161,18.5431
9162,18.6496
9163,18.6404
9164,18.768
9165,19.006
9166,18.809
9167,18.7781
9168,18.6509
9169,18.5909
9170,18.8285
9171,18.5852
9172,18.4483
9173,18.6556
9174,18.9519
9175,18.7808
9176,19.0157
9177,18.6329
9178,18.7049
9179,18.7232
9180,18.352
9181,18.8291
9182,18.5962
9183,18.8506
9184,18.741
9185,18.7423
9186,18.7947
9187,18.8302
9188,18.6583
9189,18.858
9190,18.4399
9191,18.7896
9192,18.7665
9193,19.1505
9194,18.8992
9195,18.8355
9196,18.7568
9197,18.5415
9198,19.0026
9199,18.8569
9200,18.6896
9201,18.6566
9202,18.5393
9203,18.6775
9204,18.4814
9205,18.6724
9206,18.8822
9207,18.4657
9208,18.8659
9209,18.9368
9210,18.754
9211,18.8669
9212,18.8561
9213,18.4866
9214,18.7557
9215,18.5777
9216,18.958
9217,18.8115
9218,18.8414
9219,18.8423
9220,18.7791
9221,18.6607
9222,18.6114
9223,18.6667
9224,18.7619
9225,18.8608
9226,18.8557
9227,18.7906
9228,18.7529
9229,18.8783
9230,18.794
9231,18.9565
9232,18.5737
9233,18.6481
9234,19.108
9235,18.6056
9236,18.9473
9237,18.7576
9238,18.9034
9239,19.0123
9240,18.7811
9241,18.91
9242,18.7282
9243,18.8193
9244,18.953
9245,18.6552
9246,18.7695
9247,18.9445
9248,18.9477
9249,18.714
9250,18.5955
9251,18.6702
9252,18.8181
9253,18.934
9254,18.6764
9255,18.7366
9256,18.7045
9257,18.747
9258,18.6259
9259,18.71
9260,18.7159
9261,18.8391
9262,18.6607
9263,18.8232
9264,18.8425
9265,18.4031
9266,18.7296
9267,18.5587
9268,18.7215
9269,19.1321
9270,18.6206
9271,18.7247
9272,18.8781
9273,18.7769
9274,18.641
9275,18.7001
9276,18.703
9277,18.8124
9278,18.605
9279,18.7193
9280,18.6058
9281,18.7714
9282,18.8142
9283,18.5012
9284,18.6732
9285,18.6702
9286,18.8606
9287,18.9832
9288,18.9792
9289,18.6348
9290,18.8239
9291,18.6357
9292,18.6651
9293,18.8067
9294,18.8375
9295,18.8297
9296,18.6981
9297,18.6164
9298,18.7917
9299,18.9618
9300,18.554
9301,18.4979
9302,18.7555
9303,19.0884
9304,18.8875
9305,18.928
9306,18.746
9307,18.8179
9308,18.8443
9309,18.8693
9310,18.823
9311,18.8816
9312,18.8415
9313,18.631
9314,18.4718
9315,18.5996
9316,18.6797
9317,18.7462
9318,18.7188
9319,18.8319
9320,18.7965
9321,18.587
9322,18.842
9323,18.771
9324,18.8486
9325,18.7988
9326,18.8565
9327,18.7397
9328,19.0419
9329,18.8088
9330,18.8108
9331,18.8815
9332,18.746
9333,18.6779
9334,18.9756
9335,18.6856
9336,18.7087
9337,18.7304
9338,18.8916
9339,18.6385
9340,18.5997
9341,18.7682
9342,18.8727
9343,18.6689
9344,18.6661
9345,18.8628
9346,18.9473
9347,18.7106
9348,18.6446
9349,18.6264
9350,19.1218
9351,19.0414
9352,18.7864
9353,18.7593
9354,18.7409
9355,18.6885
9356,18.5722
9357,18.8635
9358,18.9075
9359,18.7116
9360,18.7678
9361,18.6555
9362,18.8387
9363,18.8557
9364,18.7781
9365,18.8588
9366,18.7463
9367,18.8542
9368,18.6563
9369,18.764
9370,18.672
9371,18.8025
9372,18.6622
9373,18.772
9374,18.6954
9375,18.6309
9376,18.733
9377,18.8539
9378,18.8334
9379,18.7029
9380,19.1351
9381,18.7956
9382,18.8118
9383,18.7347
9384,18.7723
9385,18.7757
9386,19.0795
9387,18.9668
9388,18.7626
9389,18.8407
9390,18.9222
9391,18.9167
9392,18.6104
9393,18.5644
9394,18.9926
9395,18.6314
9396,18.6868
9397,18.9655
9398,18.585
9399,18.8728
9400,18.9648
9401,18.6183
9402,18.6836
9403,18.7186
9404,18.7368
9405,19.0387
9406,18.7972
9407,18.8088
9408,18.7233
9409,18.7146
9410,18.7322
9411,18.8497
9412,18.8167
9413,18.6492
9414,18.7904
9415,18.8376
9416,18.6941
9417,19.0674
9418,18.7772
9419,18.6132
9420,18.7288
9421,18.9341
9422,18.6371
9423,18.8007
9424,18.889
9425,18.6576
9426,18.7566
9427,18.9777
9428,18.6334
9429,18.7095
9430,18.6591
9431,18.7347
9432,18.5687
9433,18.6046
9434,18.5215
9435,18.651
9436,18.8162
9437,18.8514
9438,18.7168
9439,18.7415
9440,18.9199
9441,18.4837
9442,18.8593
9443,18.8687
9444,18.7758
9445,18.927
9446,18.5967
9447,18.6354
9448,18.5778
9449,18.6152
9450,18.7716
9451,18.4476
9452,18.6509
9453,18.7054
9454,18.8333
9455,18.9223
9456,18.9648
9457,18.6972
9458,18.7571
9459,18.3851
9460,18.8088
9461,18.9078
9462,18.6363
9463,18.8923
9464,18.5627
9465,18.7035
9466,18.5554
9467,18.7603
9468,18.748
9469,18.8533
9470,18.7175
9471,18.5485
9472,18.8071
9473,19.0172
9474,18.8019
9475,18.8156
9476,18.911
9477,18.654
9478,18.8397
9479,18.7878
9480,18.8479
9481,18.8189
9482,19.0672
9483,18.8601
9484,18.7786
9485,18.7313
9486,18.5381
9487,18.7932
9488,18.7056
9489,18.4991
9490,18.5565
9491,18.7249
9492,18.7003
9493,18.893
9494,18.6409
9495,18.7067
9496,18.6679
9497,18.6685
9498,18.9323
9499,18.8392
9500,18.8128
9501,18.5677
9502,18.556
9503,18.8546
9504,18.8783
9505,18.6803
9506,18.8237
9507,18.7944
9508,18.742
9509,18.8128
9510,18.8602
9511,18.7453
9512,18.6988
9513,18.8195
9514,18.7472
9515,18.8267
9516,18.8884
9517,18.722
9518,18.9774
9519,18.684
9520,18.8422
9521,18.6392
9522,18.9215
9523,18.84
9524,18.8157
9525,18.6952
9526,18.822
9527,18.6635
9528,18.4775
9529,18.6436
9530,18.7101
9531,19.0968
9532,18.9585
9533,18.6151
9534,18.8837
9535,18.9095
9536,18.8641
9537,18.6355
9538,18.6976
9539,18.6915
9540,18.8486
9541,18.8062
9542,18.7815
9543,18.4788
9544,18.8996
9545,19.0976
9546,18.8096
9547,18.5666
9548,18.783
9549,18.7153
9550,18.5983
9551,18.991
9552,18.7849
9553,18.7413
9554,18.8133
9555,18.8212
9556,18.9751
9557,18.8202
9558,18.5222
9559,18.8502
9560,18.6715
9561,18.8701
9562,18.7847
9563,18.7752
9564,18.7917
9565,18.4156
9566,19.0576
9567,18.5902
9568,18.6313
9569,18.7408
9570,18.6892
9571,18.5035
9572,18.8532
9573,18.6962
9574,18.7923
9575,18.6776
9576,18.7875
9577,18.7835
9578,18.6314
9579,18.7271
9580,18.9438
9581,18.6687
9582,18.7778
9583,18.6019
9584,18.5044
9585,18.6541
9586,18.8778
9587,18.6883
9588,18.8805
9589,18.5225
9590,18.4516
9591,18.6687
9592,18.7282
9593,18.8665
9594,18.8967
9595,18.9729
9596,18.7584
9597,18.8206
9598,18.9848
9599,18.6356
9600,18.6605
9601,18.8493
9602,18.6959
9603,18.8741
9604,18.6942
9605,18.6177
9606,18.9068
9607,18.6207
9608,18.9142
9609,18.8238
9610,18.6835
9611,18.6897
9612,18.7862
9613,18.7255
9614,18.4849
9615,18.7617
9616,18.7288
9617,18.9448
9618,18.9307
9619,18.8414
9620,18.5829
9621,18.666
9622,18.7573
9623,18.7807
9624,18.719
9625,18.658
9626,18.6949
9627,18.8612
9628,18.6941
9629,18.7434
9630,18.8115
9631,18.7176
9632,18.7625
9633,18.617
9634,18.7195
9635,18.6355
9636,18.5199
9637,18.8032
9638,18.7512
9639,18.727
9640,18.8168
9641,18.4269
9642,18.7698
9643,18.734
9644,18.7178
9645,18.7159
9646,18.949
9647,18.4976
9648,18.7193
9649,18.7934
9650,18.4681
9651,18.8376
9652,18.7627
9653,18.9078
9654,18.618
9655,18.9912
9656,18.8203
9657,18.8287
9658,18.9198
9659,18.8533
9660,18.4539
9661,18.8017
9662,18.471
9663,18.712
9664,18.7757
9665,18.7489
9666,18.7432
9667,18.7136
9668,18.7597
9669,18.774
9670,18.7941
9671,18.7368
9672,18.7862
9673,18.6402
9674,18.6546
9675,18.7801
9676,18.6642
9677,18.6263
9678,18.8808
9679,18.8325
9680,18.8047
9681,18.6684
9682,18.7913
9683,18.6075
9684,18.6644
9685,18.8991
9686,18.813
9687,18.8638
9688,18.743
9689,18.7585
9690,18.6553
9691,18.8112
9692,18.9275
9693,18.5147
9694,18.8117
9695,18.811
9696,18.7328
9697,18.8289
9698,18.6933
9699,18.7924
9700,18.876
9701,18.8906
9702,18.7
9703,18.6881
9704,18.849
9705,18.737
9706,18.3944
9707,18.8098
9708,18.9203
9709,18.6785
9710,18.7372
9711,18.663
9712,18.8036
9713,18.623
9714,18.936
9715,18.784
9716,18.7664
9717,18.4454
9718,18.6535
9719,18.7583
9720,18.5562
9721,18.802
9722,18.9472
9723,18.6817
9724,18.8214
9725,18.5598
9726,18.9189
9727,18.7309
9728,18.7403
9729,18.8835
9730,18.8878
9731,18.6337
9732,18.6589
9733,18.7923
9734,18.6151
9735,18.3685
9736,18.6346
9737,18.8518
9738,18.4549
9739,18.6988
9740,18.5526
9741,18.8551
9742,18.7404
9743,18.7458
9744,18.7734
9745,18.6574
9746,18.6092
9747,18.7003
9748,18.7005
9749,18.5596
9750,18.8643
9751,18.7174
9752,18.8885
9753,18.744
9754,18.5585
9755,18.7092
9756,18.5199
9757,18.5002
9758,18.8504
9759,18.7789
9760,18.6832
9761,18.7063
9762,18.5622
9763,18.8033
9764,18.8979
9765,18.5008
9766,18.8713
9767,18.8261
9768,18.7378
9769,18.496
9770,18.7822
9771,18.7214
9772,18.7765
9773,18.8305
9774,18.6951
9775,18.7588
9776,18.7869
9777,18.6688
9778,18.586
9779,18.4452
9780,18.7475
9781,18.6445
9782,18.926
9783,18.7068
9784,18.7612
9785,18.7848
9786,18.5589
9787,18.8523
9788,18.7088
9789,18.6292
9790,18.7001
9791,18.945
9792,18.6206
9793,18.6298
9794,18.946
9795,18.8002
9796,18.6417
9797,18.729
9798,18.7814
9799,18.8619
9800,18.8619
9801,19.0081
9802,18.8412
9803,18.849
9804,18.6725
9805,18.5346
9806,18.6624
9807,18.6973
9808,18.7147
9809,18.7462
9810,18.6549
9811,18.6913
9812,18.7787
9813,18.7413
9814,18.965
9815,18.6006
9816,18.5358
9817,18.8756
9818,18.6258
9819,18.6577
9820,18.888
9821,18.7766
9822,19.0637
9823,18.7626
9824,18.7387
9825,18.8266
9826,18.549
9827,18.6901
9828,18.7719
9829,18.6718
9830,18.8307
9831,18.6397
9832,18.8271
9833,19.0353
9834,18.6765
9835,18.6643
9836,18.8995
9837,18.8646
9838,18.9585
9839,18.8233
9840,18.6788
9841,18.6175
9842,18.6774
9843,18.8777
9844,18.8634
9845,18.8251
9846,18.7922
9847,18.6664
9848,18.633
9849,18.7322
9850,18.6989
9851,18.6319
9852,18.7504
9853,18.5894
9854,18.7781
9855,18.6487
9856,18.9577
9857,18.8608
9858,18.6666
9859,18.7469
9860,18.7817
9861,18.6784
9862,18.5733
9863,18.8862
9864,18.7146
9865,18.9093
9866,18.6527
9867,18.7329
9868,18.882
9869,18.6769
9870,18.4956
9871,18.8776
9872,18.8638
9873,18.6621
9874,18.7199
9875,18.8132
9876,18.7093
9877,18.7168
9878,18.8991
9879,19.0197
9880,18.7146
9881,18.9257
9882,18.6302
9883,18.6328
9884,18.7197
9885,18.9159
9886,18.8312
9887,18.6636
9888,18.8068
9889,18.7739
9890,18.7237
9891,18.7114
9892,18.4976
9893,18.8922
9894,18.7564
9895,18.718
9896,18.8155
9897,18.9572
9898,18.8425
9899,18.7014
9900,18.9251
9901,18.7252
9902,18.5887
9903,18.6446
9904,18.6017
9905,18.8842
9906,18.8531
9907,18.8211
9908,18.5999
9909,18.7508
9910,18.6511
9911,18.96
9912,18.6138
9913,18.955
9914,18.6442
9915,18.4657
9916,18.9799
9917,18.7597
9918,18.8454
9919,18.7024
9920,18.748
9921,18.8008
9922,18.7805
9923,18.6086
9924,18.792
9925,19.0007
9926,18.7633
9927,18.5436
9928,18.7418
9929,18.6159
9930,18.5954
9931,18.7203
9932,18.9036
9933,18.7367
9934,18.9177
9935,18.49
9936,18.7942
9937,18.961
9938,18.7369
9939,18.7568
9940,18.6802
9941,18.6633
9942,18.9812
9943,18.7494
9944,18.6692
9945,18.6478
9946,18.689
9947,19.1837
9948,18.8989
9949,18.6492
9950,18.9265
9951,18.7531
9952,18.6883
9953,18.7002
9954,18.6904
9955,18.8748
9956,18.9435
9957,18.613
9958,18.6827
9959,18.7928
9960,18.8757
9961,18.925
9962,18.7647
9963,18.678
9964,18.6151
9965,18.7531
9966,18.5203
9967,18.917
9968,18.8204
9969,18.8922
9970,18.6362
9971,18.6571
9972,19.2964
9973,18.9002
9974,18.6624
9975,18.644
9976,18.8129
9977,18.8296
9978,18.7939
9979,18.8766
9980,18.7365
9981,18.6997
9982,18.5253
9983,18.7349
9984,18.8457
9985,18.6906
9986,18.888
9987,18.5336
9988,18.7211
9989,18.9783
9990,18.7068
9991,18.9013
9992,18.8995
9993,19.0494
9994,18.7704
9995,18.5959
9996,18.7347
9997,18.6225
9998,18.6652
9999,18.6888
10000,19.0425
10001,18.6643
10002,18.8556
10003,18.9034
10004,18.9042
10005,18.6224
10006,18.578
10007,18.7536
10008,18.8987
10009,18.6652
10010,18.6769
10011,18.6022
10012,18.909
10013,18.8108
10014,18.5753
10015,18.6831
10016,18.7685
10017,18.6033
10018,18.6889
10019,18.8629
10020,18.7849
10021,18.7178
10022,18.7235
10023,18.804
10024,18.6813
10025,18.6021
10026,18.6628
10027,18.9176
10028,18.7193
10029,18.5713
10030,18.6673
10031,18.6476
10032,18.8816
10033,18.5232
10034,18.6412
10035,18.8188
10036,18.6105
10037,18.6234
10038,18.6075
10039,18.8658
10040,18.7313
10041,18.748
10042,18.6859
10043,18.8165
10044,18.6346
10045,18.5359
10046,19.0075
10047,18.5647
10048,18.8163
10049,18.5083
10050,18.8397
10051,18.6293
10052,18.7725
10053,18.6772
10054,18.6815
10055,18.6324
10056,18.6581
10057,18.8452
10058,18.5996
10059,18.9377
10060,18.3948
10061,18.6078
10062,18.6523
10063,18.6321
10064,18.8174
10065,18.5484
10066,18.6108
10067,18.8147
10068,18.5444
10069,18.8052
10070,18.7551
10071,18.5203
10072,19.2314
10073,18.696
10074,18.7293
10075,18.7629
10076,18.7048
10077,18.7635
10078,18.7071
10079,18.8593
10080,18.6394
10081,18.5791
10082,18.91
10083,18.7178
10084,18.5734
10085,18.7738
10086,18.5937
10087,18.8321
10088,18.5319
10089,19.063
10090,18.6905
10091,18.7145
10092,18.7711
10093,18.661
10094,18.7282
10095,18.836
10096,18.917
10097,18.6167
10098,18.6731
10099,18.7483
10100,19.0427
10101,18.7662
10102,18.9381
10103,18.717
10104,18.8051
10105,19.102
10106,18.7061
10107,18.5575
10108,18.8153
10109,18.5718
10110,18.6871
10111,18.914
10112,18.732
10113,18.8071
10114,18.4038
10115,18.7795
10116,18.7017
10117,18.8266
10118,18.8956
10119,18.556
10120,18.5202
10121,18.8154
10122,18.8826
10123,18.4082
10124,18.8787
10125,18.657
10126,18.8859
10127,18.9647
10128,18.8793
10129,18.8559
10130,18.8194
10131,19.1085
10132,18.5848
10133,18.6719
10134,18.8236
10135,18.5021
10136,18.7432
10137,18.9489
10138,18.9881
10139,18.5384
10140,18.6802
10141,18.8132
10142,18.5743
10143,18.6807
10144,18.7183
10145,18.6569
10146,18.749
10147,18.6993
10148,18.9605
10149,18.9258
10150,18.8041
10151,18.9509
10152,18.742
10153,18.8812
10154,18.8869
10155,18.7625
10156,18.7713
10157,18.4759
10158,18.5957
10159,18.509
10160,18.8109
10161,18.7385
10162,18.9034
10163,18.7898
10164,18.6304
10165,19.0692
10166,18.7086
10167,18.7943
10168,18.9112
10169,18.3836
10170,18.7447
10171,18.6149
10172,18.6123
10173,18.7752
10174,18.7665
10175,18.6319
10176,18.7669
10177,18.6555
10178,18.756
10179,18.7881
10180,18.7448
10181,18.8608
10182,18.9392
10183,18.9186
10184,18.7526
10185,18.4832
10186,18.7216
10187,18.9388
10188,18.6738
10189,18.6059
10190,18.5659
10191,18.6389
10192,18.914
10193,18.7127
10194,18.9863
10195,18.778
10196,18.6421
10197,19.0543
10198,18.8283
10199,18.74
10200,18.696
10201,18.3862
10202,18.7808
10203,18.7605
10204,18.8158
10205,18.8145
10206,18.6312
10207,18.813
10208,18.6186
10209,18.8805
10210,18.874
10211,18.717
10212,18.8171
10213,19.0631
10214,18.6115
10215,18.8889
10216,18.7144
10217,18.8753
10218,18.6223
10219,18.6281
10220,18.8416
10221,18.7068
10222,18.8162
10223,18.7141
10224,19.0586
10225,18.439
10226,18.8099
10227,18.6935
10228,18.6944
10229,18.786
10230,18.6728
10231,18.8841
10232,19.1224
10233,18.775
10234,18.6612
10235,18.6399
10236,18.7155
10237,18.6831
10238,18.5312
10239,18.8064
10240,18.8494
10241,18.8103
10242,18.7362
10243,18.931
10244,18.7402
10245,18.8652
10246,18.9999
10247,18.8114
10248,18.7992
10249,18.6168
10250,18.8183
10251,18.736
10252,18.5498
10253,18.8411
10254,18.7782
10255,18.8167
10256,18.6801
10257,18.7335
10258,18.7545
10259,18.7094
10260,18.6479
10261,18.4059
10262,18.6987
10263,18.6299
10264,18.6084
10265,18.676
10266,18.7788
10267,18.8665
10268,19.0286
10269,18.7821
10270,18.7384
10271,18.914
10272,18.6648
10273,18.7614
10274,18.8679
10275,18.7233
10276,18.868
10277,18.7613
10278,18.5465
10279,18.757
10280,18.8131
10281,18.6054
10282,18.7172
10283,18.7908
10284,18.9533
10285,18.8639
10286,18.8718
10287,18.7166
10288,18.6688
10289,18.3889
10290,18.9071
10291,18.9233
10292,18.6688
10293,18.6372
10294,18.8072
10295,18.7042
10296,18.6802
10297,18.8219
10298,18.7392
10299,18.6357
10300,18.8585
10301,18.7858
10302,18.7613
10303,18.8417
10304,18.79
10305,18.5962
10306,18.6413
10307,18.6828
10308,18.7777
10309,18.8496
10310,18.6536
10311,18.7823
10312,18.714
10313,18.8256
10314,18.7981
10315,18.6618
10316,18.6577
10317,18.7205
10318,18.5886
10319,18.8562
10320,19.1244
10321,18.9668
10322,18.8607
10323,18.9421
10324,18.7428
10325,18.565
10326,18.6361
10327,19.2016
10328,18.8055
10329,18.822
10330,18.7834
10331,18.6822
10332,18.95
10333,18.6407
10334,18.3726
10335,18.7493
10336,18.6617
10337,18.7909
10338,18.731
10339,18.7813
10340,18.6954
10341,18.8916
10342,18.9408
10343,18.6846
10344,18.6969
10345,18.8157
10346,18.6696
10347,18.6998
10348,18.7673
10349,18.5678
10350,18.7754
10351,18.5581
10352,18.7119
10353,18.8428
10354,18.6375
10355,18.6312
10356,18.8427
10357,18.4348
10358,18.9409
10359,18.9045
10360,18.7976
10361,18.8384
10362,18.6228
10363,18.5464
10364,18.7422
10365,18.5996
10366,18.7264
10367,18.8022
10368,18.5746
10369,18.8782
10370,18.6966
10371,18.9714
10372,18.7539
10373,18.8541
10374,19.0073
10375,18.9097
10376,18.5136
10377,18.9104
10378,18.9225
10379,18.6325
10380,18.8235
10381,18.5881
10382,18.3718
10383,18.8343
10384,18.833
10385,18.7768
10386,18.7731
10387,18.7341
10388,18.753
10389,18.6609
10390,18.6194
10391,18.7856
10392,19.017
10393,18.8915
10394,18.894
10395,18.7402
10396,18.7284
10397,18.9211
10398,18.8695
10399,18.7877
10400,18.6667
10401,18.8671
10402,18.4648
10403,18.8933
10404,18.8308
10405,18.8206
10406,18.7736
10407,18.8633
10408,18.8466
10409,18.4772
10410,18.7986
10411,18.5517
10412,19.0855
10413,18.938
10414,18.8228
10415,18.9146
10416,18.3644
10417,18.6372
10418,19.1175
10419,18.6675
10420,18.7324
10421,18.5939
10422,18.6642
10423,18.9619
10424,18.891
10425,18.588
10426,18.767
10427,18.8478
10428,18.7207
10429,18.7252
10430,18.5192
10431,18.8136
10432,18.9504
10433,18.8492
10434,18.6244
10435,18.72
10436,18.9383
10437,18.621
10438,18.8152
10439,18.6252
10440,18.6877
10441,18.9835
10442,18.8761
10443,18.7742
10444,18.9136
10445,18.7451
10446,18.7339
10447,18.7342
10448,18.5184
10449,18.7164
10450,18.8352
10451,18.8297
10452,18.6427
10453,18.7592
10454,18.5024
10455,18.6115
10456,18.8214
10457,18.7233
10458,18.569
10459,18.5602
10460,18.622
10461,18.5676
10462,18.6971
10463,18.8038
10464,18.7281
10465,18.8054
10466,18.6082
10467,18.4306
10468,18.8296
10469,18.7644
10470,18.5937
10471,18.6293
10472,18.9793
10473,18.8356
10474,18.6906
10475,18.8314
10476,18.9433
10477,18.7792
10478,18.803
10479,18.7166
10480,18.5629
10481,18.9091
10482,18.7975
10483,18.833
10484,18.9488
10485,18.9389
10486,18.6662
10487,18.5505
10488,18.7819
10489,18.8037
10490,18.6921
10491,18.7037
10492,18.5718
10493,18.6276
10494,18.8485
10495,18.7365
10496,18.6618
10497,18.4414
10498,18.6318
10499,18.7801
10500,18.6701
10501,18.9317
10502,18.672
10503,18.8037
10504,18.5928
10505,18.8864
10506,18.8215
10507,18.6423
10508,18.6256
10509,18.9238
10510,18.5242
10511,18.7617
10512,18.7294
10513,18.6169
10514,18.7115
10515,18.519
10516,18.7277
10517,18.8015
10518,18.8659
10519,18.7666
10520,18.9256
10521,18.7756
10522,18.7224
10523,18.7252
10524,18.566
10525,18.7012
10526,18.594
10527,19.1026
10528,18.6736
10529,18.7483
10530,18.8515
10531,18.7049
10532,18.7372
10533,18.681
10534,18.3356
10535,18.9512
10536,18.5876
10537,18.7992
10538,18.7251
10539,18.624
10540,18.7177
10541,18.7406
10542,18.7734
10543,18.613
10544,18.7133
10545,18.6991
10546,18.6762
10547,18.757
10548,18.6493
10549,18.5956
10550,18.5433
10551,18.6383
10552,18.6573
10553,18.5972
10554,18.7053
10555,18.6505
10556,18.6552
10557,18.8851
10558,18.6145
10559,18.8597
10560,18.6434
10561,18.9111
10562,19.0006
10563,18.7558
10564,18.7344
10565,18.9305
10566,18.7464
10567,18.674
10568,18.7645
10569,18.7901
10570,18.5133
10571,18.7275
10572,18.8655
10573,18.7552
10574,18.768
10575,18.6503
10576,18.7459
10577,18.7431
10578,18.5467
10579,18.703
10580,18.8682
10581,18.7766
10582,18.8071
10583,18.9642
10584,18.5402
10585,18.627
10586,19.0171
10587,18.6806
10588,18.7833
10589,18.726
10590,18.427
10591,18.9491
10592,18.6606
10593,18.7659
10594,18.9156
10595,18.9065
10596,18.7827
10597,18.4328
10598,18.8478
10599,18.4741
10600,18.9
10601,18.6226
10602,18.5557
10603,18.756
10604,18.9696
10605,18.9957
10606,18.9637
10607,18.7953
10608,18.7835
10609,18.5449
10610,18.693
10611,18.8726
10612,18.4704
10613,18.9192
10614,18.8122
10615,18.7336
10616,18.4868
10617,18.6979
10618,18.5821
10619,18.8447
10620,18.7667
10621,18.7449
10622,18.7044
10623,18.7773
10624,18.4715
10625,18.6697
10626,18.988
10627,18.7438
10628,18.5969
10629,18.7344
10630,18.5504
10631,18.7188
10632,18.5346
10633,18.6727
10634,18.5673
10635,18.8192
10636,18.8216
10637,18.7775
10638,18.846
10639,18.8957
10640,18.7998
10641,18.958
10642,18.9027
10643,19.0056
10644,18.6593
10645,18.7904
10646,18.7957
10647,18.5781
10648,18.7712
10649,18.9896
10650,18.7387
10651,18.7282
10652,18.6698
10653,18.6794
10654,18.8509
10655,18.7959
10656,18.7575
10657,18.6534
10658,18.7003
10659,18.6965
10660,18.6961
10661,18.8898
10662,18.9404
10663,19.038
10664,18.7881
10665,18.4527
10666,18.7567
10667,18.5538
10668,18.8292
10669,18.6433
10670,18.7286
10671,18.5523
10672,18.6336
10673,18.6443
10674,18.591
10675,18.9219
10676,18.7495
10677,18.7186
10678,18.7457
10679,18.8623
10680,18.7203
10681,18.6315
10682,18.6928
10683,18.8036
10684,19.0374
10685,18.5349
10686,18.7632
10687,18.886
10688,18.5643
10689,18.8253
10690,18.4983
10691,18.5045
10692,18.7531
10693,18.8957
10694,18.7653
10695,18.4013
10696,18.7705
10697,18.7297
10698,18.7709
10699,18.8558
10700,18.6224
10701,18.6136
10702,18.8153
10703,18.7669
10704,18.7408
10705,18.8067
10706,18.6782
10707,18.6879
10708,18.8255
10709,18.8142
10710,18.6669
10711,18.7878
10712,18.7503
10713,18.7844
10714,18.743
10715,18.8254
10716,18.7131
10717,18.8172
10718,18.6231
10719,18.6995
10720,18.6812
10721,18.7745
10722,18.7739
10723,18.7786
10724,18.731
10725,18.7796
10726,18.7108
10727,18.7341
10728,18.7118
10729,18.8894
10730,18.5357
10731,18.9371
10732,18.8459
10733,18.7567
10734,18.5731
10735,18.8825
10736,18.8681
10737,18.9076
10738,18.8076
10739,18.6811
10740,18.7388
10741,18.5665
10742,18.7569
10743,18.7995
10744,18.8686
10745,18.7066
10746,18.8965
10747,19.002
10748,18.7683
10749,18.6817
10750,18.8767
10751,18.8819
10752,18.7741
10753,18.7088
10754,18.7909
10755,18.8282
10756,18.72
10757,18.5865
10758,18.7313
10759,18.8887
10760,18.8829
10761,18.8226
10762,18.6478
10763,18.81
10764,18.9351
10765,18.7614
10766,18.9012
10767,18.7621
10768,18.8138
10769,18.6254
10770,18.5894
10771,18.791
10772,18.8547
10773,18.7796
10774,18.6859
10775,18.6798
10776,19.0002
10777,18.8641
10778,18.656
10779,18.5803
10780,18.7744
10781,18.438
10782,18.6078
10783,18.5713
10784,18.7168
10785,18.8177
10786,18.9186
10787,18.6182
10788,18.8214
10789,18.7517
10790,18.7873
10791,18.7417
10792,18.719
10793,18.8243
10794,18.8716
10795,18.6984
10796,18.8871
10797,18.7
10798,18.9294
10799,18.8845
10800,18.7953
10801,18.6821
10802,18.4816
10803,18.6414
10804,18.6833
10805,18.8408
10806,18.6873
10807,18.8075
10808,18.9906
10809,18.7804
10810,18.7578
10811,18.6791
10812,18.9034
10813,18.9527
10814,18.8281
10815,18.7438
10816,18.7736
10817,18.917
10818,18.7528
10819,18.6229
10820,18.8418
10821,18.7237
10822,18.783
10823,18.7656
10824,18.7873
10825,18.8462
10826,18.7141
10827,18.84
10828,18.8972
10829,18.6374
10830,18.8315
10831,18.9314
10832,18.6563
10833,18.8033
10834,18.9549
10835,18.6938
10836,18.7418
10837,18.692
10838,18.4906
10839,18.8036
10840,18.8736
10841,18.751
10842,18.7289
10843,18.795
10844,18.7745
10845,18.6759
10846,18.8388
10847,18.6873
