N,integral
20255,18.7488
20256,18.7232
20257,18.663
20258,18.6284
20259,18.8251
20260,18.7891
20261,18.6655
20262,18.6357
20263,18.6213
20264,18.6216
20265,18.7722
20266,18.8351
20267,18.5916
20268,18.7326
20269,18.6429
20270,18.6621
20271,18.7088
20272,18.753
20273,18.9046
20274,18.768
20275,18.7896
20276,18.8202
20277,18.8336
20278,18.6639
20279,18.8374
20280,18.6266
20281,18.847
20282,18.8872
20283,18.7885
20284,18.7997
20285,18.6148
20286,18.8742
20287,18.88
20288,18.7219
20289,18.6515
20290,18.7378
20291,18.7778
20292,18.5934
20293,18.728
20294,18.765
20295,18.8997
20296,18.6678
20297,18.8312
20298,18.6803
20299,18.7389
20300,18.8233
20301,18.7311
20302,18.6969
20303,18.7922
20304,18.6904
20305,18.6735
20306,18.6148
20307,18.7784
20308,18.75
20309,18.5752
20310,18.8986
20311,18.7032
20312,18.6501
20313,18.6945
20314,18.7991
20315,18.6581
20316,18.7724
20317,18.6603
20318,18.8581
20319,18.8266
20320,18.6727
20321,18.883
20322,18.6462
20323,18.7085
20324,18.7816
20325,18.5649
20326,18.8082
20327,18.736
20328,18.656
20329,18.8785
20330,18.7559
20331,18.8871
20332,18.7677
20333,18.7479
20334,18.631
20335,18.5843
20336,18.82
20337,18.7518
20338,18.6937
20339,18.6843
20340,18.6337
20341,18.6609
20342,18.9711
20343,18.6448
20344,18.9312
20345,18.7329
20346,18.7445
20347,18.7262
20348,18.8012
20349,18.935
20350,18.663
20351,18.7445
20352,18.7482
20353,18.6972
20354,18.7454
20355,18.5574
20356,18.8319
20357,18.5838
20358,18.6223
20359,18.6762
20360,18.6496
20361,18.6942
20362,18.7923
20363,18.6928
20364,18.6671
20365,18.6058
20366,18.6155
20367,18.8038
20368,18.7944
20369,18.8449
20370,18.7788
20371,18.7157
20372,18.5953
20373,18.5751
20374,18.6599
20375,18.7673
20376,18.6817
20377,18.8564
20378,18.7133
20379,18.5557
20380,18.7805
20381,18.8072
20382,18.694
20383,18.7553
20384,18.6959
20385,18.6956
20386,18.8904
20387,18.7514
20388,18.514
20389,18.5812
20390,18.6235
20391,18.7577
20392,18.8054
20393,18.6129
20394,18.8683
20395,18.7334
20396,18.8825
20397,18.6314
20398,18.7741
20399,18.6182
20400,18.7882
20401,18.6714
20402,18.6541
20403,18.685
20404,18.6959
20405,18.8452
20406,18.6422
20407,18.7043
20408,18.8302
20409,18.8104
20410,18.6729
20411,18.8366
20412,18.7521
20413,18.6291
20414,18.7795
20415,18.8106
20416,18.7091
20417,18.7769
20418,18.7551
20419,18.7114
20420,18.7847
20421,18.8178
20422,18.7534
20423,18.6861
20424,18.5997
20425,18.7403
20426,18.817
20427,18.5064
20428,18.7141
20429,18.5623
20430,18.8321
20431,18.7327
20432,18.8168
20433,18.8616
20434,18.9495
20435,18.8957
20436,18.8723
20437,18.8595
20438,18.9253
20439,18.6553
20440,18.9319
20441,18.8868
20442,18.725
20443,18.7208
20444,18.7045
20445,18.7517
20446,18.7536
20447,18.8909
20448,18.669
20449,18.6615
20450,18.7962
20451,18.8145
20452,18.556
20453,18.8061
20454,18.7444
20455,18.6939
20456,18.7403
20457,18.5689
20458,18.6356
20459,18.884
20460,18.7354
20461,18.7706
20462,18.8379
20463,18.7175
20464,18.7185
20465,18.7574
20466,18.8781
20467,18.67
20468,18.8628
20469,18.8252
20470,18.6483
20471,18.6709
20472,18.834
20473,18.616
20474,18.7531
20475,18.6673
20476,18.6735
20477,18.7094
20478,18.7449
20479,18.6413
20480,18.7815
20481,18.5949
20482,18.5156
20483,18.6475
20484,18.7216
20485,18.7628
20486,18.7313
20487,18.9474
20488,18.7925
20489,18.8614
20490,18.6681
20491,18.6759
20492,18.7239
20493,18.8736
20494,18.8369
20495,18.7939
20496,18.8529
20497,18.7141
20498,18.8108
20499,18.8038
20500,18.8429
20501,18.7761
20502,18.8118
20503,18.8707
20504,18.8425
20505,18.8631
20506,18.7517
20507,18.7179
20508,18.7437
20509,18.5877
20510,18.7543
20511,18.7635
20512,18.9005
20513,18.7602
20514,18.5874
20515,18.8441
20516,18.6964
20517,18.805
20518,18.6715
20519,18.8526
20520,18.7628
20521,18.77
20522,18.8457
20523,18.7781
20524,18.723
20525,18.6201
20526,18.577
20527,18.8706
20528,18.6996
20529,18.647
20530,18.9044
20531,18.8715
20532,18.77
20533,18.9548
20534,18.9355
20535,18.6601
20536,18.749
20537,18.6717
20538,18.6936
20539,18.7125
20540,18.8525
20541,18.6798
20542,18.7073
20543,18.7564
20544,18.7142
20545,18.7429
20546,18.6944
20547,18.5842
20548,18.6902
20549,18.7634
20550,18.7206
20551,18.8635
20552,18.8023
20553,18.6362
20554,18.9083
20555,18.6984
20556,18.7699
20557,18.7453
20558,18.7623
20559,18.7975
20560,18.8216
20561,18.7376
20562,18.6858
20563,18.7537
20564,18.6893
20565,18.5653
20566,18.8118
20567,18.8275
20568,18.7551
20569,18.7376
20570,18.7251
20571,18.7901
20572,18.6426
20573,18.757
20574,18.8102
20575,18.7246
20576,18.705
20577,18.6517
20578,18.729
20579,18.6971
20580,18.6408
20581,18.7403
20582,18.7333
20583,18.9818
20584,18.6337
20585,18.5601
20586,18.8288
20587,18.7817
20588,18.932
20589,18.7905
20590,18.7983
20591,18.8936
20592,18.8144
20593,18.8097
20594,18.843
20595,18.6411
20596,18.66
20597,18.6343
20598,18.7894
20599,18.8418
20600,18.5155
20601,18.7266
20602,18.7874
20603,18.7307
20604,18.7688
20605,18.9232
20606,18.8611
20607,18.5921
20608,18.7303
20609,18.8003
20610,18.7175
20611,18.4078
20612,18.7886
20613,18.6983
20614,18.7634
20615,18.6941
20616,18.6583
20617,18.5785
20618,18.6539
20619,18.7625
20620,18.8228
20621,18.8106
20622,18.8221
20623,18.7797
20624,18.7826
20625,18.7652
20626,18.6913
20627,18.8956
20628,18.8492
20629,18.7389
20630,18.7192
20631,18.4562
20632,18.7889
20633,18.8443
20634,18.7651
20635,18.7873
20636,18.657
20637,18.6586
20638,18.6702
20639,18.7656
20640,18.7716
20641,18.8337
20642,18.6468
20643,18.6174
20644,18.7789
20645,18.6769
20646,18.6665
20647,18.8495
20648,18.8609
20649,18.6834
20650,18.6636
20651,18.9143
20652,18.7418
20653,18.6499
20654,18.814
20655,18.7913
20656,18.6986
20657,18.7074
20658,18.6811
20659,18.7548
20660,18.6374
20661,18.5031
20662,18.7916
20663,18.8133
20664,18.6362
20665,18.7932
20666,18.8432
20667,18.741
20668,18.5733
20669,18.6578
20670,18.8596
20671,18.7079
20672,18.8304
20673,18.8304
20674,18.658
20675,18.7972
20676,18.8285
20677,18.7398
20678,18.5751
20679,18.7197
20680,18.7109
20681,18.6139
20682,18.7736
20683,18.8215
20684,18.7679
20685,18.7388
20686,18.7859
20687,18.7628
20688,18.7847
20689,18.7164
20690,18.8837
20691,18.7087
20692,18.6947
20693,18.6495
20694,18.844
20695,18.6888
20696,18.7426
20697,18.8432
20698,18.975
20699,18.8661
20700,18.8678
20701,18.8253
20702,18.8917
20703,18.7852
20704,18.9434
20705,18.6806
20706,18.7538
20707,18.7129
20708,18.7707
20709,18.9249
20710,18.6738
20711,18.6689
20712,18.8156
20713,18.8903
20714,18.7942
20715,18.7869
20716,18.64
20717,18.785
20718,18.7348
20719,18.735
20720,18.7167
20721,18.8854
20722,18.7683
20723,18.778
20724,18.6419
20725,18.7661
20726,18.8659
20727,18.7614
20728,18.8037
20729,18.7716
20730,18.7328
20731,18.7065
20732,18.9721
20733,18.6609
20734,18.7641
20735,18.5799
20736,18.7036
20737,18.7148
20738,18.8717
20739,18.827
20740,18.8069
20741,18.6759
20742,18.7548
20743,18.7546
20744,18.8482
20745,18.8095
20746,18.8451
20747,18.7443
20748,18.8001
20749,18.9073
20750,18.7318
20751,18.6917
20752,18.8768
20753,18.8071
20754,18.9082
20755,18.7956
20756,18.7797
20757,18.6896
20758,18.7276
20759,18.6163
20760,18.6977
20761,18.9005
20762,18.7324
20763,18.6588
20764,18.8082
20765,18.8913
20766,18.6194
20767,18.6246
20768,18.7567
20769,18.7536
20770,18.6995
20771,18.8034
20772,18.797
20773,18.6005
20774,18.7255
20775,18.7128
20776,18.7446
20777,18.6394
20778,18.8136
20779,18.5361
20780,18.7289
20781,18.7177
20782,18.9356
20783,18.7951
20784,18.701
20785,18.7301
20786,18.6528
20787,18.7159
20788,18.6965
20789,18.7609
20790,18.704
20791,18.7049
20792,18.642
20793,18.8118
20794,18.7345
20795,18.9211
20796,18.6836
20797,18.6705
20798,18.7583
20799,18.8729
20800,18.819
20801,18.6281
20802,18.7606
20803,18.8001
20804,18.8458
20805,18.5252
20806,18.609
20807,18.8213
20808,18.8136
20809,18.7259
20810,18.7657
20811,18.6197
20812,18.6846
20813,18.8956
20814,18.7815
20815,18.6316
20816,18.6564
20817,18.5417
20818,18.9462
20819,18.6123
20820,18.7014
20821,18.6338
20822,18.6729
20823,18.7035
20824,18.8017
20825,18.643
20826,18.727
20827,18.7489
20828,18.7148
20829,18.6999
20830,18.8149
20831,18.7136
20832,18.8291
20833,18.7788
20834,18.9018
20835,18.7805
20836,18.6798
20837,18.7716
20838,18.7128
20839,18.905
20840,18.7355
20841,18.7433
20842,18.6553
20843,18.6566
20844,18.6997
20845,18.9155
20846,18.6583
20847,18.8009
20848,18.5949
20849,18.7386
20850,18.5799
20851,18.8128
20852,18.6075
20853,18.7389
20854,18.7406
20855,18.7165
20856,18.7859
20857,18.7869
20858,18.5105
20859,18.5414
20860,18.6639
20861,18.6837
20862,18.7465
20863,18.6816
20864,18.6995
20865,18.7754
20866,18.7759
20867,18.7608
20868,18.9789
20869,18.6771
20870,18.6762
20871,18.6367
20872,18.7344
20873,18.6853
20874,18.6886
20875,18.7738
20876,18.9194
20877,18.7684
20878,18.8815
20879,18.7612
20880,18.6686
20881,18.6533
20882,18.6104
20883,18.7546
20884,18.7177
20885,18.9738
20886,18.8252
20887,18.8196
20888,18.7125
20889,18.6443
20890,18.7526
20891,18.7688
20892,18.6485
20893,18.8891
20894,18.6267
20895,19.0208
20896,18.7678
20897,18.8559
20898,18.644
20899,18.6039
20900,18.6584
20901,18.6934
20902,18.7188
20903,18.857
20904,18.9566
20905,18.7599
20906,18.6775
20907,18.8822
20908,18.8637
20909,18.6445
20910,18.6869
20911,18.7883
20912,18.8399
20913,18.8263
20914,18.7297
20915,18.6318
20916,18.756
20917,18.6342
20918,18.6436
20919,18.7456
20920,18.5001
20921,18.7888
20922,18.6458
20923,18.7959
20924,18.7832
20925,18.9844
20926,18.7063
20927,18.649
20928,18.7333
20929,18.6854
20930,18.8594
20931,18.7618
20932,18.6394
20933,18.7476
20934,18.6848
20935,18.7191
20936,18.647
20937,18.8977
20938,18.8842
20939,18.9092
20940,18.6663
20941,18.8476
20942,18.9239
20943,18.6254
20944,18.6437
20945,18.6419
20946,18.5993
20947,18.7288
20948,18.7287
20949,18.7522
20950,18.7539
20951,18.774
20952,18.9407
20953,18.7182
20954,18.8356
20955,18.9057
20956,18.7438
20957,18.7132
20958,18.7267
20959,18.7659
20960,18.6916
20961,18.9217
20962,18.7035
20963,18.8273
20964,18.7164
20965,18.7292
20966,18.5971
20967,18.74
20968,19.0596
20969,18.6563
20970,18.8625
20971,18.5832
20972,18.6753
20973,18.7658
20974,18.7501
20975,18.8476
20976,18.7482
20977,18.9066
20978,18.8865
20979,18.858
20980,18.82
20981,18.6792
20982,18.5999
20983,18.8449
20984,18.4858
20985,18.658
20986,18.5762
20987,18.8128
20988,18.8147
20989,18.7277
20990,18.8543
20991,18.6754
20992,18.6393
20993,18.8371
20994,18.8668
20995,18.757
20996,18.7538
20997,18.8385
20998,18.7705
20999,18.7052
21000,18.7211
21001,18.678
21002,18.6111
21003,18.6248
21004,18.587
21005,18.943
21006,18.7678
21007,18.8676
21008,18.8046
21009,18.8169
21010,18.6638
21011,18.7813
21012,18.7592
21013,18.5377
21014,18.7797
21015,18.6894
21016,18.8345
21017,18.766
21018,18.6697
21019,18.5384
21020,18.8278
21021,18.8092
21022,18.8515
21023,18.7762
21024,18.616
21025,18.7093
21026,18.7575
21027,18.8318
21028,18.7705
21029,18.7697
21030,18.7412
21031,18.8461
21032,18.7962
21033,18.8978
21034,18.6867
21035,18.5463
21036,18.8396
21037,18.7403
21038,18.7548
21039,18.6054
21040,18.8343
21041,18.7657
21042,18.9743
21043,18.7368
21044,18.8714
21045,18.8672
21046,18.8851
21047,18.5434
21048,18.8178
21049,18.8099
21050,18.8416
21051,18.8061
21052,18.7236
21053,18.7956
21054,18.6182
21055,18.689
21056,18.5276
21057,18.8751
21058,18.8323
21059,18.5495
21060,18.8352
21061,18.6935
21062,18.7922
21063,18.7369
21064,18.6624
21065,18.6776
21066,18.7935
21067,18.6431
21068,18.7959
21069,18.7164
21070,18.6929
21071,18.7211
21072,18.8637
21073,18.7152
21074,18.6836
21075,18.5755
21076,18.5825
21077,18.726
21078,18.8187
21079,18.6406
21080,18.551
21081,18.8114
21082,18.7046
21083,18.7846
21084,18.7221
21085,18.9903
21086,18.6506
21087,18.6076
21088,18.934
21089,18.6566
21090,18.6978
21091,18.7402
21092,18.8275
21093,18.4924
21094,18.7508
21095,18.9377
21096,18.7745
21097,18.7031
21098,18.652
21099,18.7315
21100,18.5871
21101,18.913
21102,18.684
21103,18.7857
21104,18.7753
21105,18.6538
21106,18.8034
21107,18.6718
21108,18.6699
21109,18.6859
21110,18.7951
21111,18.9005
21112,18.7966
21113,18.7766
21114,18.8342
21115,18.7012
21116,18.702
21117,18.6686
21118,18.7843
21119,18.7792
21120,18.6368
21121,18.7685
21122,18.7307
21123,18.6652
21124,18.5508
21125,18.768
21126,18.712
21127,18.767
21128,18.7836
21129,18.7826
21130,18.8414
21131,18.7787
21132,18.7248
21133,18.6542
21134,18.7939
21135,18.7
21136,18.8769
21137,18.7126
21138,18.7675
21139,18.6834
21140,18.5503
21141,18.8098
21142,18.7243
21143,18.6464
21144,18.6856
21145,18.7541
21146,18.6456
21147,18.9175
21148,18.6156
21149,18.8021
21150,18.6808
21151,18.7542
21152,18.6326
21153,18.8533
21154,18.6124
21155,18.7695
21156,18.8604
21157,18.841
21158,18.7393
21159,18.6744
21160,18.6264
21161,18.777
21162,18.8206
21163,18.7339
21164,18.6451
21165,18.9099
21166,18.8506
21167,18.7739
21168,18.5637
21169,18.7172
21170,18.7615
21171,18.7064
21172,18.7375
21173,18.7942
21174,18.6528
21175,18.7491
21176,18.6296
21177,18.8604
21178,18.6736
21179,18.7786
21180,18.6729
21181,18.8504
21182,18.7935
21183,18.9586
21184,18.7621
21185,18.6918
21186,18.8737
21187,18.7998
21188,18.6736
21189,18.7727
21190,18.7939
21191,18.7716
21192,18.8043
21193,18.6787
21194,18.8532
21195,18.6543
21196,18.6825
21197,18.628
21198,18.8508
21199,18.7738
21200,18.8687
21201,18.6148
21202,18.8147
21203,18.6808
21204,18.8094
21205,18.8087
21206,18.7803
21207,18.897
21208,18.6974
21209,18.6793
21210,18.8876
21211,18.5771
21212,18.7956
21213,18.8823
21214,18.8169
21215,18.6838
21216,18.7856
21217,18.7952
21218,18.803
21219,18.7918
21220,18.7448
21221,18.7389
21222,18.8637
21223,18.7335
21224,18.687
21225,18.5728
21226,18.747
21227,18.6742
21228,18.6413
21229,18.6815
21230,18.692
21231,18.7591
21232,18.7943
21233,18.7894
21234,18.5884
21235,18.8275
21236,18.7841
21237,18.8179
21238,18.7191
21239,18.7206
21240,18.8424
21241,18.727
21242,18.701
21243,18.7194
21244,18.7247
21245,18.633
21246,18.8762
21247,18.6684
21248,18.704
21249,18.8007
21250,18.7356
21251,18.5817
21252,18.6611
21253,18.7559
21254,18.698
21255,18.5769
21256,18.7051
21257,18.8044
21258,18.8132
21259,18.7922
21260,18.7545
21261,18.9133
21262,18.7879
21263,18.7127
21264,18.624
21265,18.674
21266,18.7194
21267,18.8168
21268,18.6558
21269,18.7167
21270,18.6699
21271,18.7288
21272,18.7669
21273,18.7857
21274,18.6614
21275,18.5777
21276,18.6409
21277,18.6852
21278,18.7523
21279,18.6426
21280,18.7845
21281,18.8777
21282,18.7759
21283,18.7613
21284,18.812
21285,18.615
21286,18.8244
21287,18.7219
21288,18.6615
21289,18.7022
21290,18.7736
21291,18.7575
21292,18.7216
21293,18.9273
21294,18.9256
21295,18.5375
21296,18.6827
21297,18.8323
21298,18.8539
21299,18.792
21300,18.7353
21301,18.8917
21302,18.7986
21303,18.64
21304,18.8557
21305,18.6976
21306,18.6574
21307,18.7733
21308,18.7525
21309,18.7678
21310,18.839
21311,18.631
21312,18.7055
21313,18.6795
21314,18.9721
21315,18.6201
21316,18.9311
21317,18.8557
21318,18.736
21319,18.6196
21320,18.9555
21321,18.8247
21322,18.7676
21323,18.9169
21324,18.6933
21325,18.844
21326,18.5715
21327,18.5022
21328,18.6674
21329,18.5932
21330,18.8593
21331,18.7766
21332,18.7758
21333,18.6221
21334,18.7004
21335,18.7944
21336,18.7725
21337,18.6994
21338,18.6413
21339,18.7906
21340,18.6983
21341,18.723
21342,18.8098
21343,18.7253
21344,18.5706
21345,18.8822
21346,18.7745
21347,18.7527
21348,18.88
21349,18.7178
21350,18.7661
21351,18.6462
21352,18.9194
21353,18.8432
21354,18.8513
21355,18.8881
21356,18.8412
21357,18.774
21358,18.8118
21359,18.7018
21360,18.6477
21361,18.7774
21362,18.7911
21363,18.7527
21364,18.6234
21365,18.7296
21366,18.7985
21367,18.7187
21368,18.7143
21369,18.875
21370,18.7212
21371,18.8059
21372,18.7171
21373,18.7376
21374,18.6494
21375,18.684
21376,18.8515
21377,18.8383
21378,18.6745
21379,18.8236
21380,18.8285
21381,18.7872
21382,18.6695
21383,18.7603
21384,18.7898
21385,18.7585
21386,18.8757
21387,18.7881
21388,18.7455
21389,18.7581
21390,18.7251
21391,18.7537
21392,18.9358
21393,18.7104
21394,18.7568
21395,18.7535
21396,18.8099
21397,18.7
21398,18.8243
21399,18.8358
21400,18.6284
21401,18.834
21402,18.6622
21403,18.7433
21404,18.7144
21405,18.8127
21406,18.6882
21407,18.7546
21408,18.7587
21409,18.6306
21410,18.8009
21411,18.7958
21412,18.6384
21413,18.6346
21414,18.8445
21415,18.6897
21416,18.6686
21417,18.9216
21418,18.8825
21419,18.9391
21420,18.719
21421,18.81
21422,18.7205
21423,18.7742
21424,18.7788
21425,18.6703
21426,18.6941
21427,18.7781
21428,18.7418
21429,18.8235
21430,18.7694
21431,18.8939
21432,18.6625
21433,18.8386
21434,18.8023
21435,18.5989
21436,18.7038
21437,18.8033
21438,18.7531
21439,18.7407
21440,18.6378
21441,18.7942
21442,18.8886
21443,18.8023
21444,18.7882
21445,18.7989
21446,18.8232
21447,18.4717
21448,18.6679
21449,18.8716
21450,18.7234
21451,18.6578
21452,18.7028
21453,18.6636
21454,18.4787
21455,18.9257
21456,18.7452
21457,18.8268
21458,18.6674
21459,18.7446
21460,18.6877
21461,18.5925
21462,18.8446
21463,18.8029
21464,18.7754
21465,18.6572
21466,18.6602
21467,18.8897
21468,18.6236
21469,18.938
21470,18.8496
21471,18.8336
21472,18.7223
21473,18.5328
21474,18.9094
21475,18.6592
21476,18.7984
21477,18.8294
21478,18.863
21479,18.7152
21480,18.812
21481,18.7542
21482,18.7605
21483,18.7323
21484,18.8571
21485,18.7054
21486,18.8311
21487,18.6855
21488,18.7395
21489,18.7881
21490,18.7522
21491,18.8882
21492,18.8004
21493,18.7733
21494,18.7843
21495,18.7251
21496,18.6664
21497,18.7068
21498,18.6383
21499,18.7139
21500,18.628
21501,18.6952
21502,18.7544
21503,18.8217
21504,18.7126
21505,18.6292
21506,18.595
21507,18.6763
21508,18.7511
21509,18.6456
21510,18.6572
21511,18.6372
21512,18.8112
21513,18.8088
21514,18.7748
21515,18.7711
21516,18.5623
21517,18.8065
21518,18.8045
21519,18.6993
21520,18.8227
21521,18.7457
21522,18.6272
21523,18.736
21524,18.6605
21525,18.9296
21526,18.7704
21527,18.7662
21528,18.6887
21529,18.8767
21530,18.8079
21531,18.7708
21532,18.6109
21533,18.7411
21534,18.6212
21535,18.6059
21536,18.7071
21537,18.6857
21538,18.8638
21539,18.745
21540,18.8229
21541,18.522
21542,18.8252
21543,18.7757
21544,18.6485
21545,18.7998
21546,18.6546
21547,18.6065
21548,18.7365
21549,18.762
21550,18.7861
21551,18.8737
21552,18.7996
21553,18.6462
21554,18.7439
21555,18.7085
21556,18.6805
21557,18.6786
21558,18.7488
21559,18.7854
21560,18.674
21561,18.5639
21562,18.74
21563,18.7903
21564,18.8346
21565,18.8348
21566,18.8333
21567,18.798
21568,18.8158
21569,18.8313
21570,18.7259
21571,18.6143
21572,18.7819
21573,18.9048
21574,18.7075
21575,18.7419
21576,18.8213
21577,18.7802
21578,18.6402
21579,18.7244
21580,18.8569
21581,18.6297
21582,18.5349
21583,18.6909
21584,18.9016
21585,18.597
21586,18.7292
21587,18.831
21588,18.6902
21589,18.6194
21590,18.691
21591,18.6448
21592,18.7732
21593,18.6923
21594,18.7986
21595,18.7014
21596,18.8075
21597,18.4664
21598,18.8049
21599,18.6323
21600,18.6668
21601,18.7055
21602,18.7774
21603,18.8088
21604,19.0231
21605,18.5717
21606,18.6923
21607,18.8519
21608,18.6519
21609,18.5746
21610,18.8753
21611,18.7832
21612,18.95
21613,18.7236
21614,18.7687
21615,18.8358
21616,18.6588
21617,18.7636
21618,18.7793
21619,18.6343
21620,18.7148
21621,18.866
21622,18.9093
21623,18.8562
21624,18.7216
21625,18.7247
21626,18.8553
21627,18.7273
21628,18.5446
21629,18.7629
21630,18.8995
21631,18.8146
21632,18.7921
21633,18.9932
21634,18.6828
21635,18.8756
21636,18.7153
21637,18.7408
21638,18.7087
21639,18.8689
21640,18.5821
21641,18.8072
21642,18.6865
21643,18.7201
21644,18.6459
21645,18.6967
21646,18.9925
21647,18.8494
21648,18.7176
21649,18.7748
21650,18.6891
21651,18.8283
21652,18.6597
21653,18.6974
21654,18.8063
21655,18.7841
21656,18.8268
21657,18.9171
21658,18.7442
21659,18.7486
21660,18.7111
21661,18.7793
21662,18.769
21663,18.7673
21664,18.6541
21665,18.897
21666,18.8487
21667,18.8781
21668,18.5958
21669,18.658
21670,18.8224
21671,18.7987
21672,18.6789
21673,18.8065
21674,18.6917
21675,18.805
21676,18.8199
21677,18.676
21678,18.7877
21679,18.7857
21680,18.7978
21681,18.7144
21682,18.8965
21683,18.6378
21684,18.73
21685,19.0645
21686,18.7406
21687,18.7029
21688,18.7691
21689,18.8833
21690,18.7653
21691,18.798
21692,18.582
21693,18.5965
21694,18.6187
21695,18.5778
21696,18.7665
21697,18.7958
21698,18.6906
21699,18.863
21700,18.5107
21701,18.7328
21702,18.7238
21703,18.5887
21704,18.7934
21705,18.7956
21706,18.7698
21707,18.7702
21708,18.727
21709,18.8314
21710,18.866
21711,18.6523
21712,18.7334
21713,18.6911
21714,18.7683
21715,18.7712
21716,18.8355
21717,18.8942
21718,18.637
21719,18.7953
21720,18.774
21721,18.7251
21722,18.8768
21723,18.7279
21724,18.6417
21725,18.8789
21726,18.8669
21727,18.9289
21728,18.8451
21729,18.5198
21730,18.8952
21731,18.9998
21732,18.8521
21733,18.5085
21734,18.6869
21735,18.7839
21736,18.823
21737,18.772
21738,18.7127
21739,18.6737
21740,18.7549
21741,18.7164
21742,18.8062
21743,18.6888
21744,18.9116
21745,18.7688
21746,18.8356
21747,18.6483
21748,18.7188
21749,18.6627
21750,18.8089
21751,18.6491
21752,18.7448
21753,18.7239
21754,18.8343
21755,18.6693
21756,18.8081
21757,18.6486
21758,18.6284
21759,18.6458
21760,18.7531
21761,18.6026
21762,18.8237
21763,18.6628
21764,18.871
21765,18.7803
21766,18.7528
21767,18.7248
21768,18.7555
21769,18.8418
21770,18.8175
21771,18.4895
21772,18.7882
21773,18.7251
21774,18.7813
21775,18.7419
21776,18.8266
21777,18.5935
21778,18.6808
21779,18.8823
21780,18.8295
21781,18.7636
21782,18.7382
21783,18.7977
21784,18.7334
21785,18.7439
21786,18.7441
21787,18.8456
21788,18.6761
21789,18.784
21790,18.8973
21791,18.5286
21792,18.8411
21793,18.8072
21794,18.7662
21795,18.8064
21796,18.7093
21797,18.7391
21798,18.8733
21799,18.7578
21800,18.7313
21801,18.7899
21802,18.6914
21803,18.6395
21804,18.7793
21805,18.7445
21806,18.721
21807,18.662
21808,18.7684
21809,18.658
21810,18.8285
21811,18.7254
21812,18.8364
21813,18.7416
21814,18.7733
21815,18.7104
21816,18.907
21817,18.5605
21818,18.8007
21819,18.6901
21820,18.6043
21821,18.9071
21822,18.7539
21823,18.6205
21824,18.785
21825,18.7022
21826,18.7361
21827,18.775
21828,18.8512
21829,18.6936
21830,18.7893
21831,18.8124
21832,18.95
21833,18.8568
21834,18.8294
21835,18.8527
21836,18.8209
21837,18.6881
21838,18.7145
21839,19.0126
21840,18.8417
21841,18.8272
21842,18.8464
21843,18.8648
21844,18.8229
21845,18.8019
21846,18.8929
21847,18.6517
21848,18.7829
21849,18.7655
21850,18.8894
21851,18.6701
21852,18.8172
21853,18.5726
21854,18.8264
21855,18.6813
21856,18.7391
21857,18.673
21858,18.8685
21859,18.7067
21860,18.88
21861,18.6966
21862,18.7716
21863,18.7102
21864,18.7092
21865,18.7232
21866,18.7383
21867,18.7093
21868,18.7838
21869,18.9268
21870,18.8189
21871,18.706
21872,18.9979
21873,18.8188
21874,18.8528
21875,18.6995
21876,18.8538
21877,18.7537
21878,18.6564
21879,18.5849
21880,18.7688
21881,18.6496
21882,18.7511
21883,18.6983
21884,18.7846
21885,18.7904
21886,18.8247
21887,18.7206
21888,18.7336
21889,18.7542
21890,18.8683
21891,18.6965
21892,18.7667
21893,18.8401
21894,18.7715
21895,18.9198
21896,18.6346
21897,18.839
21898,18.7479
21899,18.6298
21900,18.7923
21901,18.6371
21902,18.6767
21903,18.7564
21904,18.6987
21905,18.8046
21906,18.6814
21907,18.7968
21908,18.8578
21909,18.7877
21910,18.8635
21911,18.7444
21912,18.7643
21913,18.8747
21914,18.6567
21915,18.7366
21916,18.606
21917,18.8626
21918,18.7008
21919,18.8381
21920,18.6769
21921,18.7155
21922,18.8544
21923,18.7897
21924,18.6897
21925,18.7833
21926,18.5927
21927,18.8182
21928,18.7015
21929,18.7239
21930,18.7856
21931,18.7717
21932,18.9239
21933,18.8273
21934,18.6952
21935,18.8612
21936,18.5518
21937,18.8355
21938,18.8403
21939,18.8493
21940,18.7339
21941,18.7425
21942,18.8062
21943,18.6987
21944,18.8387
21945,18.6074
21946,18.7285
21947,18.6355
21948,18.6171
21949,18.6563
21950,18.6954
21951,18.6651
21952,18.7523
21953,18.8392
21954,18.5006
21955,18.656
21956,18.6289
21957,18.5649
21958,18.7828
21959,18.8888
21960,18.8054
21961,18.8416
21962,18.7405
21963,18.663
21964,18.5206
21965,18.8202
21966,18.8614
21967,18.8046
21968,18.6074
21969,18.7211
21970,18.7543
21971,18.7069
21972,18.8567
21973,18.6041
21974,18.7212
21975,18.8292
21976,18.7607
21977,18.7564
21978,18.8007
21979,18.7013
21980,18.6598
21981,18.6592
21982,18.7762
21983,18.7229
21984,18.8188
21985,18.5671
21986,18.8166
21987,18.7621
21988,18.8127
21989,18.7935
21990,18.7102
21991,18.7119
21992,18.6136
21993,18.8837
21994,18.792
21995,18.6017
21996,18.8283
21997,18.8496
21998,18.8601
21999,18.8651
22000,18.7584
22001,18.8997
22002,18.6708
22003,18.7607
22004,18.6782
22005,18.707
22006,18.8474
22007,18.6891
22008,18.7319
22009,18.71
22010,18.6825
22011,18.6736
22012,18.8353
22013,18.8865
22014,18.7021
22015,18.8518
22016,18.6724
22017,18.7477
22018,18.5867
22019,18.7206
22020,18.7515
22021,18.8269
22022,18.7669
22023,18.71
22024,18.7059
