0.499998,0.00163
0.499992,0.00325998
0.499982,0.00488994
0.499968,0.00651986
0.49995,0.00814973
0.499928,0.00977953
0.499902,0.0114093
0.499872,0.0130389
0.499838,0.0146684
0.4998,0.0162978
0.499758,0.0179271
0.499712,0.0195562
0.499662,0.0211852
0.499608,0.022814
0.49955,0.0244427
0.499488,0.0260711
0.499422,0.0276993
0.499352,0.0293273
0.499278,0.0309551
0.4992,0.0325826
0.499119,0.0342099
0.499033,0.0358369
0.498943,0.0374636
0.498849,0.03909
0.498751,0.0407161
0.498649,0.0423418
0.498543,0.0439673
0.498434,0.0455924
0.49832,0.0472171
0.498202,0.0488414
0.49808,0.0504654
0.497955,0.0520889
0.497825,0.053712
0.497692,0.0553347
0.497554,0.056957
0.497412,0.0585788
0.497267,0.0602002
0.497118,0.061821
0.496964,0.0634414
0.496807,0.0650613
0.496645,0.0666806
0.49648,0.0682994
0.496311,0.0699177
0.496138,0.0715354
0.495961,0.0731526
0.49578,0.0747692
0.495595,0.0763851
0.495406,0.0780005
0.495213,0.0796153
0.495016,0.0812294
0.494816,0.0828429
0.494611,0.0844557
0.494403,0.0860679
0.49419,0.0876793
0.493974,0.0892901
0.493754,0.0909002
0.49353,0.0925096
0.493302,0.0941182
0.49307,0.0957261
0.492834,0.0973332
0.492594,0.0989396
0.492351,0.100545
0.492103,0.10215
0.491852,0.103754
0.491597,0.105357
0.491338,0.106959
0.491075,0.108561
0.490808,0.110162
0.490537,0.111761
0.490263,0.11336
0.489985,0.114958
0.489702,0.116555
0.489416,0.118152
0.489127,0.119747
0.488833,0.121341
0.488535,0.122935
0.488234,0.124527
0.487929,0.126118
0.48762,0.127709
0.487307,0.129298
0.486991,0.130887
0.48667,0.132474
0.486346,0.134061
0.486018,0.135646
0.485686,0.13723
0.485351,0.138814
0.485012,0.140396
0.484669,0.141977
0.484322,0.143557
0.483971,0.145136
0.483617,0.146713
0.483259,0.14829
0.482897,0.149865
0.482531,0.15144
0.482162,0.153013
0.481789,0.154585
0.481412,0.156155
0.481032,0.157725
0.480648,0.159293
0.48026,0.16086
0.479868,0.162426
0.479473,0.163991
0.479074,0.165554
0.478672,0.167116
0.478265,0.168677
0.477855,0.170237
0.477442,0.171795
0.477025,0.173352
0.476604,0.174907
0.476179,0.176461
0.475751,0.178014
0.475319,0.179566
0.474884,0.181116
0.474445,0.182665
0.474002,0.184212
0.473556,0.185758
0.473106,0.187302
0.472652,0.188846
0.472195,0.190387
0.471735,0.191928
0.471271,0.193466
0.470803,0.195004
0.470332,0.19654
0.469857,0.198074
0.469378,0.199607
0.468896,0.201138
0.468411,0.202668
0.467922,0.204196
0.467429,0.205723
0.466933,0.207249
0.466434,0.208772
0.465931,0.210294
0.465424,0.211815
0.464914,0.213334
0.464401,0.214851
0.463884,0.216367
0.463364,0.217881
0.46284,0.219394
0.462312,0.220905
0.461782,0.222414
0.461248,0.223922
0.46071,0.225428
0.460169,0.226932
0.459625,0.228435
0.459077,0.229936
0.458526,0.231435
0.457971,0.232932
0.457413,0.234428
0.456852,0.235922
0.456287,0.237415
0.455719,0.238905
0.455148,0.240394
0.454573,0.241881
0.453995,0.243366
0.453414,0.24485
0.452829,0.246332
0.452241,0.247812
0.45165,0.24929
0.451055,0.250766
0.450457,0.252241
0.449856,0.253713
0.449252,0.255184
0.448644,0.256653
0.448033,0.25812
0.447419,0.259585
0.446802,0.261049
0.446181,0.26251
0.445557,0.26397
0.44493,0.265428
0.4443,0.266883
0.443667,0.268337
0.44303,0.269789
0.44239,0.271239
0.441747,0.272687
0.441101,0.274133
0.440452,0.275578
0.4398,0.27702
0.439144,0.27846
0.438486,0.279898
0.437824,0.281334
0.437159,0.282769
0.436491,0.284201
0.43582,0.285631
0.435146,0.287059
0.434469,0.288486
0.433788,0.28991
0.433105,0.291332
0.432419,0.292752
0.431729,0.29417
0.431037,0.295586
0.430342,0.297
0.429643,0.298412
0.428942,0.299821
0.428237,0.301229
0.42753,0.302635
0.426819,0.304038
0.426106,0.305439
0.42539,0.306839
0.42467,0.308236
0.423948,0.309631
0.423223,0.311023
0.422495,0.312414
0.421764,0.313802
0.42103,0.315189
0.420293,0.316573
0.419554,0.317955
0.418811,0.319335
0.418066,0.320712
0.417318,0.322088
0.416566,0.323461
0.415813,0.324832
0.415056,0.326201
0.414296,0.327568
0.413534,0.328932
0.412769,0.330294
0.412001,0.331654
0.41123,0.333012
0.410456,0.334367
0.40968,0.33572
0.408901,0.337071
0.408119,0.33842
0.407334,0.339766
0.406547,0.34111
0.405757,0.342452
0.404964,0.343792
0.404169,0.345129
0.403371,0.346464
0.40257,0.347797
0.401766,0.349127
0.40096,0.350455
0.400151,0.351781
0.39934,0.353104
0.398526,0.354425
0.397709,0.355744
0.39689,0.35706
0.396068,0.358374
0.395243,0.359686
0.394416,0.360995
0.393587,0.362302
0.392754,0.363607
0.391919,0.364909
0.391082,0.366209
0.390242,0.367506
0.3894,0.368801
0.388555,0.370094
0.387707,0.371384
0.386857,0.372672
0.386005,0.373957
0.38515,0.37524
0.384292,0.376521
0.383432,0.377799
0.38257,0.379075
0.381705,0.380348
0.380838,0.381619
0.379968,0.382888
0.379096,0.384154
0.378221,0.385418
0.377344,0.386679
0.376465,0.387938
0.375583,0.389194
0.374699,0.390448
0.373813,0.391699
0.372924,0.392948
0.372033,0.394194
0.371139,0.395438
0.370243,0.39668
0.369345,0.397919
0.368445,0.399155
0.367542,0.400389
0.366637,0.401621
0.36573,0.40285
0.36482,0.404076
0.363908,0.4053
0.362994,0.406522
0.362078,0.407741
0.361159,0.408957
0.360238,0.410171
0.359315,0.411382
0.35839,0.412591
0.357463,0.413798
0.356533,0.415002
0.355601,0.416203
0.354667,0.417402
0.353731,0.418598
0.352793,0.419792
0.351853,0.420983
0.35091,0.422171
0.349965,0.423357
0.349019,0.424541
0.34807,0.425722
0.347119,0.4269
0.346166,0.428076
0.345211,0.429249
0.344253,0.43042
0.343294,0.431588
0.342333,0.432754
0.34137,0.433917
0.340404,0.435077
0.339437,0.436235
0.338468,0.43739
0.337496,0.438543
0.336523,0.439693
0.335547,0.44084
0.33457,0.441985
0.333591,0.443127
0.33261,0.444267
0.331626,0.445404
0.330641,0.446538
0.329654,0.44767
0.328665,0.448799
0.327674,0.449926
0.326682,0.45105
0.325687,0.452172
0.32469,0.45329
0.323692,0.454407
0.322692,0.45552
0.321689,0.456631
0.320685,0.45774
0.31968,0.458845
0.318672,0.459948
0.317662,0.461049
0.316651,0.462147
0.315638,0.463242
0.314623,0.464334
0.313607,0.465424
0.312588,0.466512
0.311568,0.467596
0.310546,0.468678
0.309522,0.469758
0.308497,0.470835
0.30747,0.471909
0.306441,0.47298
0.30541,0.474049
0.304378,0.475115
0.303344,0.476179
0.302308,0.47724
0.301271,0.478298
0.300232,0.479354
0.299191,0.480407
0.298149,0.481457
0.297105,0.482505
0.296059,0.48355
0.295012,0.484592
0.293963,0.485632
0.292912,0.486669
0.29186,0.487703
0.290807,0.488735
0.289751,0.489764
0.288695,0.490791
0.287636,0.491814
0.286576,0.492836
0.285515,0.493854
0.284452,0.49487
0.283387,0.495883
0.282321,0.496893
0.281254,0.497901
0.280185,0.498906
0.279114,0.499909
0.278042,0.500909
0.276968,0.501906
0.275893,0.5029
0.274817,0.503892
0.273739,0.504881
0.27266,0.505868
0.271579,0.506852
0.270497,0.507833
0.269413,0.508811
0.268328,0.509787
0.267241,0.51076
0.266154,0.511731
0.265064,0.512699
0.263974,0.513664
0.262882,0.514626
0.261788,0.515586
0.260694,0.516543
0.259597,0.517498
0.2585,0.51845
0.257401,0.519399
0.256301,0.520345
0.2552,0.521289
0.254097,0.52223
0.252993,0.523169
0.251888,0.524105
0.250781,0.525038
0.249674,0.525968
0.248565,0.526896
0.247454,0.527822
0.246343,0.528744
0.24523,0.529664
0.244116,0.530581
0.243,0.531496
0.241884,0.532407
0.240766,0.533317
0.239647,0.534223
0.238527,0.535127
0.237406,0.536028
0.236283,0.536927
0.23516,0.537823
0.234035,0.538716
0.232909,0.539607
0.231782,0.540494
0.230654,0.54138
0.229524,0.542262
0.228394,0.543142
0.227262,0.54402
0.226129,0.544894
0.224996,0.545766
0.223861,0.546636
0.222725,0.547502
0.221588,0.548366
0.220449,0.549228
0.21931,0.550086
0.21817,0.550942
0.217029,0.551796
0.215886,0.552647
0.214743,0.553495
0.213598,0.55434
0.212453,0.555183
0.211307,0.556023
0.210159,0.556861
0.209011,0.557696
0.207861,0.558528
0.206711,0.559358
0.205559,0.560185
0.204407,0.561009
0.203254,0.561831
0.202099,0.56265
0.200944,0.563467
0.199788,0.56428
0.198631,0.565092
0.197473,0.5659
0.196314,0.566706
0.195154,0.567509
0.193993,0.56831
0.192832,0.569108
0.191669,0.569904
0.190506,0.570696
0.189341,0.571487
0.188176,0.572274
0.18701,0.573059
0.185843,0.573842
0.184676,0.574621
0.183507,0.575398
0.182338,0.576173
0.181167,0.576945
0.179996,0.577714
0.178824,0.578481
0.177652,0.579245
0.176478,0.580006
0.175304,0.580765
0.174129,0.581522
0.172953,0.582275
0.171777,0.583026
0.170599,0.583775
0.169421,0.584521
0.168242,0.585264
0.167063,0.586005
0.165882,0.586743
0.164701,0.587478
0.163519,0.588211
0.162337,0.588942
0.161154,0.589669
0.15997,0.590395
0.158785,0.591117
0.1576,0.591837
0.156414,0.592555
0.155227,0.593269
0.15404,0.593982
0.152852,0.594692
0.151663,0.595399
0.150474,0.596103
0.149284,0.596805
0.148093,0.597505
0.146902,0.598202
0.14571,0.598896
0.144517,0.599588
0.143324,0.600277
0.14213,0.600964
0.140936,0.601648
0.139741,0.602329
0.138546,0.603008
0.137349,0.603685
0.136153,0.604359
0.134955,0.60503
0.133758,0.605699
0.132559,0.606365
0.13136,0.607029
0.130161,0.607691
0.128961,0.608349
0.12776,0.609005
0.126559,0.609659
0.125357,0.61031
0.124155,0.610959
0.122952,0.611605
0.121749,0.612249
0.120546,0.61289
0.119341,0.613528
0.118137,0.614164
0.116932,0.614798
0.115726,0.615429
0.11452,0.616057
0.113313,0.616683
0.112106,0.617307
0.110899,0.617928
0.109691,0.618546
0.108483,0.619162
0.107274,0.619776
0.106065,0.620387
0.104855,0.620995
0.103645,0.621601
0.102434,0.622205
0.101223,0.622806
0.100012,0.623405
0.0988004,0.624001
0.0975883,0.624594
0.0963758,0.625186
0.095163,0.625774
0.0939497,0.62636
0.0927361,0.626944
0.0915222,0.627526
0.0903078,0.628104
0.0890932,0.628681
0.0878781,0.629255
0.0866628,0.629826
0.0854471,0.630395
0.084231,0.630962
0.0830146,0.631526
0.081798,0.632088
0.080581,0.632647
0.0793636,0.633204
0.078146,0.633758
0.0769281,0.63431
0.0757099,0.63486
0.0744914,0.635407
0.0732726,0.635951
0.0720535,0.636494
0.0708342,0.637033
0.0696146,0.637571
0.0683947,0.638106
0.0671746,0.638638
0.0659542,0.639169
0.0647335,0.639696
0.0635126,0.640222
0.0622915,0.640745
0.0610702,0.641265
0.0598486,0.641783
0.0586268,0.642299
0.0574048,0.642812
0.0561825,0.643323
0.0549601,0.643832
0.0537374,0.644338
0.0525146,0.644842
0.0512915,0.645343
0.0500683,0.645842
0.0488449,0.646339
0.0476213,0.646833
0.0463975,0.647325
0.0451736,0.647815
0.0439495,0.648302
0.0427252,0.648787
0.0415008,0.649269
0.0402762,0.649749
0.0390515,0.650227
0.0378267,0.650702
0.0366017,0.651175
0.0353766,0.651646
0.0341513,0.652114
0.0329259,0.65258
0.0317004,0.653044
0.0304748,0.653505
0.0292491,0.653964
0.0280233,0.654421
0.0267974,0.654875
0.0255714,0.655327
0.0243453,0.655777
0.0231191,0.656224
0.0218928,0.656669
0.0206664,0.657112
0.01944,0.657553
0.0182135,0.657991
0.016987,0.658427
0.0157604,0.65886
0.0145337,0.659291
0.013307,0.65972
0.0120802,0.660147
0.0108534,0.660571
0.00962654,0.660993
0.00839966,0.661413
0.00717275,0.66183
0.00594582,0.662245
0.00471887,0.662658
0.0034919,0.663069
0.00226492,0.663477
0.00103793,0.663883
-0.000189068,0.664287
-0.00141606,0.664689
-0.00264305,0.665088
-0.00387003,0.665485
-0.00509699,0.66588
-0.00632394,0.666272
-0.00755087,0.666662
-0.00877777,0.66705
-0.0100046,0.667436
-0.0112315,0.66782
-0.0124583,0.668201
-0.013685,0.66858
-0.0149118,0.668957
-0.0161384,0.669331
-0.017365,0.669703
-0.0185916,0.670074
-0.0198181,0.670441
-0.0210445,0.670807
-0.0222709,0.67117
-0.0234971,0.671532
-0.0247233,0.671891
-0.0259495,0.672247
-0.0271755,0.672602
-0.0284014,0.672954
-0.0296273,0.673305
-0.0308531,0.673653
-0.0320787,0.673998
-0.0333043,0.674342
-0.0345297,0.674683
-0.035755,0.675022
-0.0369803,0.675359
-0.0382054,0.675694
-0.0394303,0.676027
-0.0406552,0.676357
-0.0418799,0.676686
-0.0431045,0.677012
-0.0443289,0.677336
-0.0455532,0.677658
-0.0467774,0.677977
-0.0480014,0.678295
-0.0492253,0.67861
-0.050449,0.678923
-0.0516725,0.679234
-0.0528959,0.679543
-0.0541191,0.67985
-0.0553421,0.680154
-0.056565,0.680457
-0.0577877,0.680757
-0.0590102,0.681055
-0.0602325,0.681351
-0.0614546,0.681645
-0.0626766,0.681937
-0.0638983,0.682227
-0.0651199,0.682514
-0.0663412,0.682799
-0.0675624,0.683083
-0.0687833,0.683364
-0.070004,0.683643
-0.0712245,0.68392
-0.0724448,0.684195
-0.0736648,0.684468
-0.0748847,0.684738
-0.0761043,0.685007
-0.0773237,0.685273
-0.0785428,0.685538
-0.0797617,0.6858
-0.0809804,0.68606
-0.0821988,0.686318
-0.0834169,0.686574
-0.0846348,0.686828
-0.0858525,0.68708
-0.0870699,0.68733
-0.088287,0.687578
-0.0895039,0.687824
-0.0907205,0.688067
-0.0919368,0.688309
-0.0931529,0.688548
-0.0943687,0.688786
-0.0955842,0.689021
-0.0967994,0.689255
-0.0980143,0.689486
-0.0992289,0.689715
-0.100443,0.689943
-0.101657,0.690168
-0.102871,0.690391
-0.104085,0.690612
-0.105298,0.690831
-0.10651,0.691048
-0.107723,0.691263
-0.108935,0.691477
-0.110147,0.691688
-0.111359,0.691897
-0.11257,0.692104
-0.113781,0.692309
-0.114991,0.692512
-0.116202,0.692713
-0.117412,0.692912
-0.118621,0.693109
-0.11983,0.693304
-0.121039,0.693497
-0.122248,0.693688
-0.123456,0.693877
