0.983135,-0.000310594,0.017493,0.01749124.95042,-1.20789e-05,0.00792396,0.00792395
0.982669,-0.000621087,0.0349805,0.01748294.9504,-2.41579e-05,0.0158479,0.00792392
0.981893,-0.000931382,0.052457,0.01746914.95037,-3.62367e-05,0.0237718,0.00792388
0.980806,-0.00124138,0.0699169,0.01744984.95033,-4.83154e-05,0.0316956,0.00792381
0.97941,-0.00155097,0.0873547,0.01742494.95028,-6.0394e-05,0.0396194,0.00792372
0.977704,-0.00186007,0.104765,0.01739464.95021,-7.24725e-05,0.0475431,0.00792362
0.97569,-0.00216857,0.122142,0.01735874.95013,-8.45507e-05,0.0554666,0.00792349
0.973367,-0.00247638,0.139481,0.01731744.95004,-9.66287e-05,0.0633901,0.00792334
0.970738,-0.00278338,0.156775,0.01727064.94994,-0.000108706,0.0713133,0.00792318
0.967801,-0.0030895,0.17402,0.01721844.94983,-0.000120784,0.0792364,0.007923
0.964559,-0.00339462,0.19121,0.01716074.9497,-0.000132861,0.0871593,0.00792279
0.961012,-0.00369866,0.20834,0.01709764.94956,-0.000144938,0.095082,0.00792257
0.957162,-0.0040015,0.225404,0.01702924.94941,-0.000157014,0.103004,0.00792233
0.95301,-0.00430307,0.242396,0.01695534.94925,-0.00016909,0.110927,0.00792207
0.948556,-0.00460325,0.259312,0.01687614.94907,-0.000181165,0.118849,0.00792179
0.943804,-0.00490195,0.276147,0.01679164.94888,-0.00019324,0.12677,0.00792149
0.938753,-0.00519908,0.292894,0.01670184.94868,-0.000205314,0.134692,0.00792117
0.933406,-0.00549455,0.309548,0.01660674.94847,-0.000217388,0.142613,0.00792083
0.927764,-0.00578825,0.326105,0.01650644.94825,-0.000229461,0.150533,0.00792047
0.92183,-0.00608009,0.34256,0.01640094.94801,-0.000241534,0.158453,0.0079201
0.915605,-0.00636999,0.358906,0.01629024.94777,-0.000253606,0.166373,0.0079197
0.909091,-0.00665785,0.375138,0.01617444.94751,-0.000265677,0.174293,0.00791928
0.90229,-0.00694357,0.391253,0.01605354.94723,-0.000277747,0.182212,0.00791885
0.895204,-0.00722707,0.407244,0.01592764.94695,-0.000289817,0.190131,0.0079184
0.887837,-0.00750825,0.423106,0.01579664.94665,-0.000301885,0.198049,0.00791792
0.880189,-0.00778703,0.438835,0.01566074.94635,-0.000313953,0.205966,0.00791743
0.872263,-0.00806332,0.454426,0.01551994.94603,-0.00032602,0.213884,0.00791692
0.864063,-0.00833703,0.469873,0.01537424.94569,-0.000338087,0.2218,0.00791639
0.85559,-0.00860807,0.485173,0.01522374.94535,-0.000350152,0.229716,0.00791583
0.846848,-0.00887636,0.500319,0.01506844.94499,-0.000362216,0.237632,0.00791526
0.837838,-0.00914181,0.515308,0.01490834.94463,-0.000374279,0.245547,0.00791468
0.828565,-0.00940433,0.530134,0.01474364.94425,-0.000386341,0.253461,0.00791407
0.819031,-0.00966386,0.544794,0.01457434.94385,-0.000398402,0.261375,0.00791344
0.809238,-0.00992029,0.559281,0.01440044.94345,-0.000410462,0.269288,0.00791279
0.799191,-0.0101736,0.573593,0.01422214.94303,-0.000422521,0.277201,0.00791213
0.788892,-0.0104236,0.587724,0.01403924.9426,-0.000434579,0.285112,0.00791144
0.778345,-0.0106703,0.60167,0.0138524.94216,-0.000446635,0.293023,0.00791073
0.767553,-0.0109136,0.615427,0.01366054.94171,-0.00045869,0.300934,0.00791001
0.756519,-0.0111534,0.62899,0.01346474.94125,-0.000470744,0.308843,0.00790927
0.745247,-0.0113896,0.642355,0.01326464.94077,-0.000482796,0.316752,0.0079085
0.733741,-0.0116223,0.655517,0.01306054.94028,-0.000494848,0.32466,0.00790772
0.722004,-0.0118512,0.668474,0.01285234.93978,-0.000506897,0.332568,0.00790692
0.71004,-0.0120763,0.681221,0.01264014.93927,-0.000518946,0.340474,0.0079061
0.697853,-0.0122976,0.693753,0.0124244.93874,-0.000530993,0.34838,0.00790526
0.685446,-0.012515,0.706067,0.0122044.9382,-0.000543038,0.356285,0.0079044
0.672824,-0.0127285,0.71816,0.01198024.93766,-0.000555082,0.364189,0.00790352
0.65999,-0.0129378,0.730027,0.01175274.93709,-0.000567124,0.372092,0.00790262
0.64695,-0.0131431,0.741664,0.01152164.93652,-0.000579165,0.379994,0.00790171
0.633706,-0.0133442,0.753068,0.01128694.93594,-0.000591204,0.387895,0.00790077
0.620263,-0.013541,0.764237,0.01104874.93534,-0.000603241,0.395796,0.00789981
0.606625,-0.0137336,0.775165,0.01080714.93473,-0.000615277,0.403695,0.00789884
0.592797,-0.0139218,0.78585,0.01056224.93411,-0.000627311,0.411593,0.00789784
0.578783,-0.0141055,0.796288,0.0103144.93348,-0.000639343,0.419491,0.00789683
0.564587,-0.0142849,0.806476,0.01006264.93283,-0.000651374,0.427387,0.0078958
0.550215,-0.0144596,0.816412,0.009808174.93217,-0.000663403,0.435282,0.00789475
0.53567,-0.0146299,0.826092,0.009550714.9315,-0.000675429,0.443176,0.00789367
0.520957,-0.0147954,0.835513,0.009290334.93082,-0.000687454,0.451069,0.00789258
0.50608,-0.0149563,0.844671,0.00902714.93013,-0.000699477,0.458962,0.00789148
0.491045,-0.0151125,0.853566,0.008761124.92942,-0.000711498,0.466852,0.00789035
0.475857,-0.0152639,0.862193,0.008492474.92871,-0.000723517,0.474742,0.0078892
0.460519,-0.0154105,0.87055,0.008221244.92798,-0.000735534,0.482631,0.00788803
0.445038,-0.0155522,0.878634,0.007947514.92723,-0.000747549,0.490518,0.00788684
0.429417,-0.015689,0.886444,0.007671374.92648,-0.000759562,0.498404,0.00788564
0.413661,-0.0158208,0.893976,0.007392914.92572,-0.000771573,0.50629,0.00788441
0.397777,-0.0159477,0.901229,0.007112234.92494,-0.000783581,0.514173,0.00788317
0.381767,-0.0160696,0.9082,0.00682944.92415,-0.000795587,0.522056,0.00788191
0.365639,-0.0161864,0.914887,0.006544524.92335,-0.000807592,0.529937,0.00788062
0.349396,-0.0162981,0.921289,0.006257694.92253,-0.000819593,0.537817,0.00787932
0.333045,-0.0164046,0.927402,0.005968994.92171,-0.000831593,0.545696,0.007878
0.316589,-0.016506,0.933226,0.005678524.92087,-0.00084359,0.553573,0.00787666
0.300034,-0.0166023,0.938759,0.005386374.92002,-0.000855585,0.561449,0.0078753
0.283386,-0.0166933,0.943998,0.005092634.91916,-0.000867577,0.569324,0.00787393
0.266649,-0.0167791,0.948943,0.00479744.91828,-0.000879568,0.577197,0.00787253
0.24983,-0.0168596,0.953592,0.004500774.9174,-0.000891555,0.585069,0.00787111
0.232932,-0.0169349,0.957944,0.004202834.9165,-0.00090354,0.592939,0.00786968
0.215962,-0.0170048,0.961998,0.003903694.91559,-0.000915523,0.600808,0.00786822
0.198924,-0.0170694,0.965751,0.003603434.91467,-0.000927503,0.608676,0.00786675
0.181825,-0.0171287,0.969204,0.003302154.91374,-0.00093948,0.616542,0.00786525
0.164669,-0.0171826,0.972355,0.002999954.91279,-0.000951455,0.624406,0.00786374
0.147461,-0.0172312,0.975204,0.002696924.91183,-0.000963427,0.632269,0.00786221
0.130208,-0.0172744,0.977749,0.002393174.91086,-0.000975396,0.64013,0.00786066
0.112914,-0.0173122,0.97999,0.002088774.90988,-0.000987363,0.64799,0.00785909
0.0955854,-0.0173446,0.981926,0.001783844.90889,-0.000999327,0.655849,0.0078575
0.0782268,-0.0173716,0.983558,0.001478474.90788,-0.00101129,0.663705,0.00785589
0.060844,-0.0173932,0.984883,0.001172744.90687,-0.00102325,0.67156,0.00785427
0.0434422,-0.0174094,0.985903,0.0008667744.90584,-0.0010352,0.679414,0.00785262
0.026027,-0.0174202,0.986617,0.0005606494.9048,-0.00104715,0.687266,0.00785096
0.0086037,-0.0174255,0.987024,0.0002544684.90374,-0.0010591,0.695116,0.00784927
-0.00882228,-0.0174255,0.987126,-5.16754e-054.90268,-0.00107105,0.702964,0.00784757
-0.0262455,-0.0174201,0.986921,-0.0003576844.9016,-0.00108299,0.710811,0.00784585
-0.0436606,-0.0174092,0.98641,-0.0006634624.90051,-0.00109493,0.718656,0.0078441
-0.0610622,-0.017393,0.985594,-0.0009689134.89941,-0.00110687,0.726499,0.00784234
-0.0784449,-0.0173714,0.984473,-0.001273944.8983,-0.00111881,0.734341,0.00784056
-0.0958033,-0.0173445,0.983046,-0.001578464.89717,-0.00113074,0.74218,0.00783877
-0.113132,-0.0173121,0.981316,-0.001882364.89604,-0.00114267,0.750018,0.00783695
-0.130426,-0.0172745,0.979282,-0.002185554.89489,-0.00115459,0.757854,0.00783511
-0.147679,-0.0172315,0.976945,-0.002487954.89373,-0.00116651,0.765688,0.00783326
-0.164887,-0.0171832,0.974306,-0.002789454.89256,-0.00117843,0.773521,0.00783138
-0.182044,-0.0171296,0.971367,-0.003089964.89137,-0.00119035,0.781351,0.00782949
-0.199144,-0.0170707,0.968127,-0.00338944.89018,-0.00120226,0.78918,0.00782758
-0.216184,-0.0170067,0.964588,-0.003687664.88897,-0.00121417,0.797006,0.00782564
-0.233156,-0.0169373,0.960752,-0.003984654.88775,-0.00122607,0.804831,0.00782369
-0.250056,-0.0168628,0.956619,-0.004280294.88651,-0.00123797,0.812654,0.00782172
-0.26688,-0.0167832,0.952192,-0.004574494.88527,-0.00124987,0.820474,0.00781974
-0.283621,-0.0166984,0.947471,-0.004867144.88402,-0.00126177,0.828293,0.00781773
-0.300275,-0.0166084,0.942458,-0.005158174.88275,-0.00127366,0.83611,0.0078157
-0.316836,-0.0165135,0.937155,-0.005447484.88147,-0.00128554,0.843924,0.00781366
-0.3333,-0.0164134,0.931564,-0.005734994.88018,-0.00129743,0.851737,0.00781159
-0.349661,-0.0163084,0.925686,-0.00602064.87887,-0.00130931,0.859548,0.00780951
-0.365915,-0.0161984,0.919523,-0.006304244.87756,-0.00132118,0.867356,0.00780741
-0.382057,-0.0160835,0.913078,-0.006585814.87623,-0.00133306,0.875162,0.00780529
-0.398081,-0.0159637,0.906352,-0.006865244.87489,-0.00134493,0.882967,0.00780315
-0.413982,-0.015839,0.899348,-0.007142424.87354,-0.00135679,0.890769,0.00780099
-0.429757,-0.0157096,0.892068,-0.007417294.87218,-0.00136865,0.898569,0.00779881
-0.4454,-0.0155753,0.884514,-0.007689764.8708,-0.00138051,0.906366,0.00779661
-0.460906,-0.0154364,0.876689,-0.007959744.86942,-0.00139237,0.914162,0.0077944
-0.476271,-0.0152928,0.868596,-0.008227174.86802,-0.00140422,0.921955,0.00779216
-0.49149,-0.0151446,0.860236,-0.008491944.86661,-0.00141606,0.929746,0.00778991
-0.506559,-0.0149918,0.851613,-0.008753994.86519,-0.0014279,0.937535,0.00778764
-0.521472,-0.0148345,0.842729,-0.009013244.86375,-0.00143974,0.945321,0.00778535
-0.536226,-0.0146727,0.833587,-0.009269624.86231,-0.00145158,0.953106,0.00778304
